institutionCode,datasetName,individualCount,year processed,month processed,class processed,order processed,family processed,genus processed,vernacularName processed,scientificName processed
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2014,6,Gastropoda,Pulmonata,Helicidae,Cepaea,White-lipped Snail,Cepaea (Cepaea) hortensis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1990,8,Gastropoda,Hygrophila,Planorbidae,Planorbis,Keeled Ramshorn,Planorbis carinatus
BIS,Miscellaneous records held by BIS,,1974,3,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,9,2011,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2007,5,Bivalvia,Veneroida,Sphaeriidae,Musculium,Lake Orb Mussel,Musculium lacustre
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1995,3,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,2,2018,9,Gastropoda,,Trochidae,Gibbula,,Gibbula
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,7,Bivalvia,Veneroida,Veneridae,Venerupis,Pullet Carpet Shell,Venerupis corrugata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2013,5,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Joint Nature Conservation Committee,,2474,1982,3,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
Seasearch,Seasearch Marine Surveys in Wales,,2003,8,Bivalvia,[unassigned] Euheterodonta,Pharidae,Ensis,,Ensis
Seasearch,Seasearch Marine Surveys in Wales,,2014,8,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,,Tritonia lineata
Natural Resources Wales,,7,2007,8,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,1997,11,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Joint Nature Conservation Committee,,2,1989,6,Bivalvia,Veneroida,Montacutidae,Kurtiella,,Kurtiella bidentata
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2011,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Natural Resources Wales,,11,2001,12,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2010,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,9,Bivalvia,Veneroida,Veneridae,Venus,Warty Venus,Venus verrucosa
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1950,,Gastropoda,Hygrophila,Acroloxidae,Acroloxus,Lake Limpet,Acroloxus lacustris
Natural Resources Wales,,1,2001,8,Bivalvia,Veneroida,Tellinidae,Tellina,Bean-Like Tellin,Tellina fabula
Seasearch,Seasearch Marine Surveys in Wales,,2012,9,Gastropoda,,Calliostomatidae,Calliostoma,Painted top shell,Calliostoma zizyphinum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1670,,Gastropoda,Pulmonata,Agriolimacidae,Deroceras,Marsh Slug,Deroceras (Deroceras) laeve
Joint Nature Conservation Committee,,,1992,6,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
NRW,Welsh Invertebrate Database (WID),,1985,4,Gastropoda,Hygrophila,Planorbidae,Anisus,Whirlpool Ramshorn,Anisus (Disculifer) vortex
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Helicidae,Cornu,Common Garden Snail,Cornu aspersum
Cofnod,Miscellaneous records held on the Cofnod database,,2017,2,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Natural Resources Wales,,,2003,7,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2005,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1991,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Natural Resources Wales,,4,2001,7,Bivalvia,Veneroida,Montacutidae,Tellimya,,Tellimya ferruginosa
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1912,,Gastropoda,Hygrophila,Physidae,Physa,Common Bladder Snail,Physa fontinalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,28,2011,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Valloniidae,Vallonia,Smooth Grass Snail,Vallonia pulchella
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2005,9,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
Joint Nature Conservation Committee,,,2003,7,Bivalvia,Veneroida,Semelidae,Abra,,Abra alba
Natural Resources Wales,,,1998,3,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
Joint Nature Conservation Committee,,1,1990,8,Bivalvia,Veneroida,Tellinidae,Limecola,Baltic Tellin,Limecola balthica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2002,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Seasearch,Seasearch Marine Surveys in Wales,,2011,4,Gastropoda,,Trochidae,Gibbula,Grey Top Shell,Steromphala cineraria
Cofnod,NRW Regional Data: North Wales,,1999,5,Bivalvia,Veneroida,Cardiidae,Cerastoderma,Common Cockle,Cerastoderma edule
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2004,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1996,11,Gastropoda,,Pyramidellidae,Turbonilla,,Turbonilla lactea
Natural Resources Wales,,R,2002,9,Gastropoda,Nudibranchia,Flabellinidae,Edmundsella,,Edmundsella pedata
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Arionidae,Arion,,Arion (Kobeltia) agg.
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,100-999,1995,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1911,,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Rosy Pea Shell,Pisidium milium
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1995,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1998,7,Gastropoda,,Fissurellidae,Emarginula,Slit Limpet,Emarginula fissura
SEWBReC,SEWBReC Molluscs (South Wales),,2004,4,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Milacidae,Tandonia,Sowerby's Keeled Slug,Tandonia sowerbyi
Natural Resources Wales,,3,2009,4,Bivalvia,Veneroida,Veneridae,Gouldia,,Gouldia minima
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1991,12,Gastropoda,Pulmonata,Hygromiidae,Candidula,Wrinkled Snail,Candidula intersecta
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Vitrinidae,Vitrina,Winter Semi-slug,Vitrina pellucida
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2018,4,Gastropoda,Littorinimorpha,Velutinidae,Lamellaria,,Lamellaria latens
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1990,6,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,,Lepidochitona (Lepidochitona) cinerea
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1991,9,Bivalvia,Carditoida,Astartidae,Astarte,,Astarte sulcata
Seasearch,Seasearch Marine Surveys in Wales,,2014,7,Gastropoda,Nudibranchia,Flabellinidae,Edmundsella,,Edmundsella pedata
Natural Resources Wales,,R,1978,7,Gastropoda,Littorinimorpha,Rissoidae,Onoba,,Onoba semicostata
Joint Nature Conservation Committee,,,1977,1,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1987,2,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
Cofnod,NRW Regional Data: North Wales,,1994,7,Gastropoda,Pulmonata,Oxychilidae,Aegopinella,Smooth Glass Snail,Aegopinella nitidula
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Garlic Snail,Oxychilus (Oxychilus) alliarius
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2010,1,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Epitonium,Common Wentletrap,Epitonium clathrus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5000,2005,9,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,1 present (unknown),1987,9,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,,Vitrea crystallina seg.
Seasearch,Seasearch Marine Surveys in Wales,,2017,5,Gastropoda,Nudibranchia,Aegiridae,Aegires,,Aegires punctilucens
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,8,2016,8,Gastropoda,Littorinimorpha,Littorinidae,Littorina,,Littorina obtusata/fabalis
SEWBReC,Dr Mary Gillham Archive Project,,1974,7,Gastropoda,Pulmonata,Hygromiidae,Helicella,,Helicella
Joint Nature Conservation Committee,,,2003,7,,,,,Invertebrates (Molluscs),Mollusca
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,1992,7,Gastropoda,Neotaenioglossa,Pomatiidae,Pomatias,Round-mouthed Snail,Pomatias elegans
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1998,6,Gastropoda,Pulmonata,Pristilomatidae,Vitrea,Crystal Snail,Vitrea crystallina
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2010,9,Gastropoda,Hygrophila,Planorbidae,,Indet. Ramshorn,Planorbidae
Natural Resources Wales,,R,1997,4,Bivalvia,Veneroida,Veneridae,Timoclea,Oval Venus,Timoclea ovata
NRW,Welsh Invertebrate Database (WID),7,1987,10,Gastropoda,Pulmonata,Carychiidae,Carychium,Short-toothed Herald Snail,Carychium minimum
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Oxychilidae,Nesovitrea,Rayed Glass Snail,Nesovitrea (Perpolita) hammonis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2000,5,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
NRW,Welsh Invertebrate Database (WID),,1985,5,Gastropoda,,Valvatidae,Valvata,Flat Valve Snail,Valvata cristata
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,,Valvatidae,Valvata,Valve Snail,Valvata piscinalis
Natural Resources Wales,,4,2005,8,Bivalvia,Arcoida,Glycymerididae,Glycymeris,Dog-cockle,Glycymeris glycymeris
Natural Resources Wales,,1,2001,7,Bivalvia,Mytiloida,Mytilidae,Musculus,Green Crenella,Musculus discors
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1992,9,Gastropoda,Neogastropoda,Mangeliidae,Propebela,,Propebela turricula
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,5,2014,9,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
Natural Resources Wales,,339,2007,12,Gastropoda,Littorinimorpha,Hydrobiidae,Ecrobia,Spire Snail,Ecrobia ventrosa
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2001,9,Gastropoda,,Trochidae,Gibbula,Grey Top Shell,Steromphala cineraria
NRW,Welsh Invertebrate Database (WID),,2012,6,Gastropoda,Hygrophila,Lymnaeidae,Radix,Wandering Snail,Radix balthica
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2013,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
SEWBReC,SEWBReC Molluscs (South Wales),,2007,4,Gastropoda,Littorinimorpha,Bithyniidae,Bithynia,Common Bithynia,Bithynia tentaculata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1994,8,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,,Rissoa parva
Natural Resources Wales,,1,1999,6,Gastropoda,Littorinimorpha,Triviidae,Trivia,Arctic Cowrie,Trivia arctica
Joint Nature Conservation Committee,,F,1997,4,Gastropoda,,Trochidae,Gibbula,Flat Top Shell,Steromphala umbilicalis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,4,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,2,2000,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Seasearch,Seasearch Marine Surveys in Wales,,2017,6,Gastropoda,Nudibranchia,Fionidae,Eubranchus,,Eubranchus pallidus
Natural Resources Wales,,4,2010,6,Bivalvia,Veneroida,Mactridae,,,Mactridae
Joint Nature Conservation Committee,,163,1982,3,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
,Capturing our Coast (CoCoast) marine citizen science project - data verified via iRecord,6,2018,6,Bivalvia,Mytiloida,Mytilidae,,,Mytilidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,3,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1992,5,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
SEWBReC,NRW Regional Data : South East Wales Non-Sensitive Species Records,,2004,6,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
SEWBReC,SEWBReC Molluscs (South Wales),,2016,4,Bivalvia,Veneroida,Sphaeriidae,Sphaerium,Horny Orb Mussel,Sphaerium corneum
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,17,2002,9,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2013,10,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Vertiginidae,Columella,,Columella agg.
SEWBReC,SEWBReC Molluscs (South Wales),,2016,4,Bivalvia,Veneroida,Sphaeriidae,Pisidium,Rosy Pea Shell,Pisidium milium
NRW,Welsh Invertebrate Database (WID),,1989,,Gastropoda,Pulmonata,Lauriidae,Leiostyla,English Chrysalis Snail,Leiostyla (Leiostyla) anglica
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Laver Spire Shell,Peringia ulvae
Natural Resources Wales,,F,1961,6,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Rough Periwinkle,Littorina saxatilis/arcana
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2002,9,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Black-lined Periwinkle,Littorina compressa
Natural Resources Wales,,,1998,7,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2014,7,Gastropoda,Pulmonata,Boettgerillidae,Boettgerilla,Worm Slug,Boettgerilla pallens
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,52,1990,4,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
Natural Resources Wales,,A,1978,9,Bivalvia,[unassigned] Euheterodonta,Pharidae,Ensis,Pod Razor Shell,Ensis siliqua
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,82,2014,9,Bivalvia,Veneroida,Sphaeriidae,Sphaerium,Horny Orb Mussel,Sphaerium corneum
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1996,11,Bivalvia,Veneroida,Veneridae,Ruditapes,Chequered Carpet Shell,Ruditapes decussatus
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,3,2003,9,Bivalvia,Veneroida,Sphaeriidae,,Pea & orb mussels,Sphaeriidae
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,2016,10,Bivalvia,Veneroida,Dreissenidae,Dreissena,Zebra Mussel,Dreissena polymorpha
CEDaR,Agri-Food and Biosciences Institute Marine Surveys,1,2015,6,Gastropoda,Cephalaspidea,Cylichnidae,Cylichna,,Cylichna cylindracea
Joint Nature Conservation Committee,,O,1995,7,Bivalvia,Mytiloida,Mytilidae,Mytilus,Blue Mussel,Mytilus edulis
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,Oct-99,1990,11,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Marine Biological Association,,,2008,7,Bivalvia,Ostreoida,Ostreidae,Magallana,Pacific oyster,Magallana gigas
Natural Resources Wales,,P,2007,5,Gastropoda,,Patellidae,Patella,Common Limpet,Patella vulgata
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,1998,11,Gastropoda,Neogastropoda,Muricidae,Nucella,Dog Whelk,Nucella lapillus
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine mollusc records,,1981,8,Gastropoda,Pulmonata,Vertiginidae,Vertigo,Common Whorl Snail,Vertigo (Vertigo) pygmaea
Conchological Society of Great Britain & Ireland,Mollusc (marine) data for Great Britain and Ireland,,2006,4,Bivalvia,Pectinoida,Anomiidae,Anomia,Saddle Oyster,Anomia ephippium
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,1994,10,Gastropoda,Littorinimorpha,Hydrobiidae,,Mud-snails,Hydrobiidae
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,1,2001,1,Gastropoda,Hygrophila,Planorbidae,Ancylus,River limpets,Ancylus fluviatilis
Conchological Society of Great Britain & Ireland,Conchological Society of Great Britain & Ireland: non-marine molluscs (1999 Atlas dataset),,1965,,Gastropoda,Pulmonata,Oxychilidae,Oxychilus,Cellar Snail,Oxychilus (Oxychilus) cellarius
NRW,KiEco Freshwater Ecology: River Macroinvertebrates,01-Sep,2001,10,Gastropoda,Hygrophila,Lymnaeidae,,Pond snails,Lymnaeidae
