Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate
"Glyn, Llanbedrgoch",Beta-113386,AD420 - AD670,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-113390,AD550 - AD670,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-113392,AD660 - AD890,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-113398,AD730 - AD990,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-113402,AD650 - AD950,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-113403,,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123193,AD120 - AD600,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123194,AD70 - AD550,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123196,AD600 - AD980,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123197,AD600 - AD770,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123198,AD380 - AD670,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123200,AD530 - AD770,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123201,AD670 - AD990,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123202,AD430 - AD770,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123206,AD660 - AD950,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123209,AD630 - AD900,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123211,AD670 - AD890,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123212,AD600 - AD770,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-123213,AD420 - AD680,Wales,Isle of Anglesey,"Bone (human, adult, leg)",[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-138874,AD900 - AD1230,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-138876,1190BC - 890BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Burnt mound.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-138878,AD600 - AD890,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-138885,AD600 - AD690,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-150712,AD660 - AD890,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-150715,AD900 - AD1120,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-15714,AD770 - AD1000,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-77210,AD420 - AD770,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-77211,AD610 - AD1020,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-77212,AD690 - AD1040,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90536,AD760 - AD1030,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90537,AD770 - AD1120,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90542,AD680 - AD1040,Wales,Isle of Anglesey,Charcoal,[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90544,40BC - AD650,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90545,AD780 - AD1270,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90547,3500BC - 3090BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90548,AD640 - AD860,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90549,AD250 - AD540,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
"Glyn, Llanbedrgoch",Beta-90551,AD640 - AD780,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Early medieval settlement enclosed by a substantial ditch.,[None recorded],N
Gwalchmai,SWAN-125,2210BC - 1820BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Burnt mound.,[None recorded],N
Gwalchmai,SWAN-128,980BC - 770BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Burnt mound.,[None recorded],N
"Holywood, site DA3",Wk-9552,AD590 - AD780,Wales,Isle of Anglesey,Charcoal (gorse / broom),[Not recorded],Burnt mound with associated pits.,[None recorded],N
Llanbedrgoch,SUERC-64279,AD430 - AD599,Wales,Isle of Anglesey,"Bone (human, tibia, adult)",AMS,Early medieval cemetery.,[None recorded],N
Llanbedrgoch,SWAN-124,1220BC - 830BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Burnt mound.,[None recorded],N
Llanfechell,Beta-254971,2340BC - 2040BC,Wales,Isle of Anglesey,Charcoal (hazel),AMS,Excavation around a chambered tomb.,,N
Llanfechell,Beta-254972,AD720 - AD970,Wales,Isle of Anglesey,Charcoal (hazel),AMS,Excavation around a chambered tomb.,,N
Llanfechell,Beta-286714,4460BC - 4330BC,Wales,Isle of Anglesey,Charcoal (hazel),[Not recorded],Excavation around a standing stone.,,N
Llanfechell,SUERC-28587,740BC - 390BC,Wales,Isle of Anglesey,Charcoal (heather),[Not recorded],Excavation around a standing stone.,,N
Llaniestyn,SUERC-71027,AD680 - AD880,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",AMS,Early medieval cemetery.,,N
Llaniestyn,SUERC-71028,AD680 - AD890,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",AMS,Early medieval cemetery.,,N
Llaniestyn,SUERC-71029,180BC - AD10,Wales,Isle of Anglesey,Charcoal (heather/ericaceae),AMS,Early medieval cemetery.,,N
Llaniestyn,SUERC-71030,,Wales,Isle of Anglesey,Charcoal (heather/ericaceae),AMS,Early medieval cemetery.,,N
Llyn Cerrig Bach,OXA-17436,200BC - 40BC,Wales,Isle of Anglesey,"Wood (ash, shaft)",AMS,Lake containing Iron Age ritual deposits.,,N
Llyn Cerrig Bach,OXA-17437,210BC - 40BC,Wales,Isle of Anglesey,"Wood (ash, shaft)",AMS,Lake containing Iron Age ritual deposits.,,N
Llyn Cerrig Bach,OXA-17512,400BC - 200BC,Wales,Isle of Anglesey,"Wood (oak, pole)",AMS,Lake containing Iron Age ritual deposits.,,N
Llyn Cerrig Bach,OxA-6390,350BC - AD50,Wales,Isle of Anglesey,"Bone (Canid, mandible)",AMS,Lake containing Iron Age ritual deposits.,,N
Llyn Cerrig Bach,OxA-6391,400BC - 180BC,Wales,Isle of Anglesey,"Bone (sheep / goat, mandible)",AMS,Lake containing Iron Age ritual deposits.,,N
Llyn Cerrig Bach,OxA-6392,540BC - 350BC,Wales,Isle of Anglesey,"Bone (ox, frontal)",AMS,Lake containing Iron Age ritual deposits.,,N
Malltraeth Marsh,SRR-2505,40340BC - 37040BC,Wales,Isle of Anglesey,Organic material (including wood and shell),[Not recorded],Palaeoenvironmental study of estuarine deposits.,,N
Malltraeth Marsh,SRR-2506,6440BC - 6220BC,Wales,Isle of Anglesey,Organic material (including wood and shell),[Not recorded],Palaeoenvironmental study of estuarine deposits.,,N
Malltraeth Marsh,SRR-2507,7000BC - 6380BC,Wales,Isle of Anglesey,Shell (fragments),[Not recorded],Palaeoenvironmental study of estuarine deposits.,,N
Malltraeth Marsh,SRR-2644,21800BC - 20510BC,Wales,Isle of Anglesey,Organic material (including wood and shell),[Not recorded],Palaeoenvironmental study of estuarine deposits.,,N
Malltraeth Tregarnedd Bach,Hv-17818,6660BC - 5910BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N
Malltraeth Tregarnedd Bach,Hv-17819,6410BC - 5890BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N
Malltraeth Tregarnedd Bach,Hv-17820,2880BC - 2290BC,Wales,Isle of Anglesey,Peat,[Not recorded],Palaeoenvironmental study of coastal deposits.,,N
Melin y Plas,Beta-152572,360BC - AD50,Wales,Isle of Anglesey,"Charcoal (willow / poplar, hazel)",[Not recorded],Small group of pits.,,N
Melin y Plas,Beta-152573,AD880 - AD1030,Wales,Isle of Anglesey,"Charcoal (hazel, blackthorn)",[Not recorded],"Compact unenclosed farmstead, including several roundhouses.",,N
"Melin y Plas, house 1",Beta-156484,40BC - AD140,Wales,Isle of Anglesey,"Charcoal (oak, ash, sapwood)",[Not recorded],Roundhouse.,,N
"Melin y Plas, house 2",Beta-152574,AD650 - AD1040,Wales,Isle of Anglesey,"Charcoal (willow / poplar, gorse / broom, oak, birch, hazel, holly, blackthorn)",[Not recorded],Multiphase roundhouse.,,N
"Melin y Plas, house 2",Beta-156486,20BC - AD240,Wales,Isle of Anglesey,Charcoal (willow / poplar),[Not recorded],Multiphase roundhouse.,,N
"Melin y Plas, house 2",Beta-156654,AD770 - AD1020,Wales,Isle of Anglesey,"Charcoal (cereal, grain)",AMS,Multiphase roundhouse.,,N
"Melin y Plas, house 4",Beta-152575,930BC - 800BC,Wales,Isle of Anglesey,"Charcoal (birch, hazel, hawthorn, oak, willow / poplar, gorse / broom)",[Not recorded],Poorly defined structure.,,N
"Melin y Plas, house 5",Beta-152571,AD630 - AD990,Wales,Isle of Anglesey,"Charcoal (alder, birch, hazel, oak, willow / poplar, gorse / broom)",[Not recorded],Multiphase roundhouse.,,N
"Melin y Plas, house 5",Beta-156485,3350BC - 2910BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Multiphase roundhouse.,,N
"Melin y Plas, pit group 14",Beta-152576,1420BC - 1200BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Isolated pit.,,N
"Mynydd Mwyn, Penymynydd",Beta-280900,3260BC - 2900BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pit group.,,N
"Mynydd Mwyn, Penymynydd",Beta-280901,3270BC - 2900BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pit group.,,N
Mynydd Parys,BM-2584,2030BC - 1740BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-2585,1950BC - 1680BC,Wales,Isle of Anglesey,"Charcoal (oak, mature branchwood)",Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-2586,1950BC - 1680BC,Wales,Isle of Anglesey,"Charcoal (oak, mature branchwood)",Radiometric,"Early mining activity (Ambers et al 1991, 59).",,N
Mynydd Parys,BM-3114,2010BC - 1740BC,Wales,Isle of Anglesey,"Charcoal (oak, branchwood)",Radiometric,Early mining site.,,N
Mynydd Parys,BM-3115,1690BC - 1390BC,Wales,Isle of Anglesey,"Charcoal (wood, coppiced)",Radiometric,Early mining site.,,N
Mynydd Parys,BM-3116,2190BC - 1740BC,Wales,Isle of Anglesey,"Charcoal (?birch, branchwood)",Radiometric,Early mining site.,,N
Mynydd Parys,Wk-14001,2030BC - 1680BC,Wales,Isle of Anglesey,Wood (coppiced),[Not recorded],Early mining site.,,N
Parc Cybi,Beta-235630,8290BC - 7950BC,Wales,Isle of Anglesey,Peat (silty),AMS,"Palaeoenvironmental study (Batt et al 2011, 213).",,Y
Parc Cybi,Beta-235631,11490BC - 11180BC,Wales,Isle of Anglesey,Peat (silty),AMS,"Palaeoenvironmental study (Batt et al 2011, 213).",,Y
Penymynydd,Beta-152577,AD330 - AD630,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N
Penymynydd,Beta-152578,1950BC - 1610BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N
Penymynydd,Beta-152579,3950BC - 3630BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N
Penymynydd,Beta-153885,AD120 - AD540,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N
Penymynydd,Beta-156487,3360BC - 2920BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],"Several groups of Neolithic features, and some from the late Roman / early medieval period.",,N
"Penymynydd, site DA7a",Wk-9556,1220BC - 810BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Large burnt mound sealing a large pit.,,N
Rhydydefaid,SWAN-126,200BC - AD130,Wales,Isle of Anglesey,Charcoal,Radiometric,Stone walled hut.,,N
Rhydydefaid,SWAN-127,110BC - AD140,Wales,Isle of Anglesey,Charcoal,Radiometric,Stone walled hut.,,N
Trefignath,HAR-3932,3990BC - 3660BC,Wales,Isle of Anglesey,Charcoal (wood),Radiometric,Multi-phase chambered tomb overlying earlier occupation.,,N
Trefignath,HAR-3933,410BC - 50BC,Wales,Isle of Anglesey,Charcoal (wood),Radiometric,Multi-phase chambered tomb overlying earlier occupation.,,N
Treiorwerth,GrA-19567,1940BC - 1680BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N
Treiorwerth,GrA-19653,2010BC - 1660BC,Wales,Isle of Anglesey,"Cremated bone (human, two adults)",[Not recorded],Bronze Age barrow.,,N
Treiorwerth,GrA-19662,2200BC - 1870BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N
Treiorwerth,GrA-19663,2010BC - 1660BC,Wales,Isle of Anglesey,Cremated bone (human),[Not recorded],Bronze Age barrow.,,N
Trwyn Du,HAR-1193,7330BC - 6500BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",Radiometric,Mesolithic occupation below a Bronze Age cairn.,,N
Trwyn Du,HAR-1194,7800BC - 7510BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",Radiometric,"Mesolithic occupation below a Bronze Age cairn (White 1978, 16).",,N
Trwyn Du,Q-1385,8230BC - 7450BC,Wales,Isle of Anglesey,"Charcoal (hazel, nutshell)",[Not recorded],"Mesolithic occupation below a Bronze Age cairn (White 1978, 16).",,N
Ty Mawr,Beta-152580,4320BC - 3350BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-152581,1190BC - 890BC,Wales,Isle of Anglesey,"Charcoal (gorse / broom, and other species)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-152582,3650BC - 3020BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-152584,4840BC - 4680BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-152585,4940BC - 4620BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-156488,4040BC - 3770BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-156489,3500BC - 3090BC,Wales,Isle of Anglesey,"Charcoal (oak, heartwood)",[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-156490,4050BC - 3790BC,Wales,Isle of Anglesey,[Not recorded],[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
Ty Mawr,Beta-156665,4800BC - 4450BC,Wales,Isle of Anglesey,Charcoal,[Not recorded],Neolithic pottery and a ring ditch overlain by a probably early medieval cemetery.,,N
"Ty Mawr, building S",HAR-5403,890BC - 400BC,Wales,Isle of Anglesey,Shell (marine),Radiometric,Group of over 50 stone-built hut circles.,,N
"Ty Mawr, building S",HAR-5404,800BC - 380BC,Wales,Isle of Anglesey,Shell (marine),Radiometric,Group of over 50 stone-built hut circles.,,N
