Name,Lab,Range,Country,Local authority,Material,Technique,Description of site,Reservations,Certificate,,Enw,Lab,Maes,Gwlad,Awdurdod Lleol,Deunydd,Techneg,Disgrifiad o'r safle,Amheuon,Tystysgrif
Bryn Gwyn stone circle,SUERC-39680,2030BC - 1770BC,Wales,Isle of Anglesey,Charcoal (hazel),AMS,16m diameter stone circle.,[None recorded],N,,Cylch Cerrig Bryn Gwyn,SUERC-39680,2030BC - 1770BC,Cymru,Ynys Môn,Golosg (coll),AMS,Cylch cerrig 16m mewn diametr.,[Heb eu cofnodi],N
Bryn yr Hen Bobl,OxA-12742,3340BC - 2920BC,Wales,Isle of Anglesey,Bone (human),AMS,Kidney-shaped Neolithic tomb overlying an earlier occupation site.,[None recorded],N,,Bryn yr Hen Bobl,OxA-12742,3340BC - 2920BC,Cymru,Ynys Môn,Asgwrn (dynol),AMS,Beddrod Neolithig siâp aren yn gorwedd dros safle meddiannaeth gynharach.,[Heb eu cofnodi],N
"Caergeiliog, site DA5a",Wk-9554,2140BC - 1760BC,Wales,Isle of Anglesey,"Charcoal (birch, oak (sapwood), alder / hazel, hazel, alder)",[Not recorded],Burnt mound covering two pits.,[None recorded],N,,"Caergeiliog, safle DA5a",Wk-9554,2140BC - 1760BC,Cymru,Ynys Môn,"Golosg (bedw, derw (gwynnin), gwern / coll, coll, gwern)",[Heb ei gofnodi],Twmpath llosg yn gorchuddio dau bwll.,[Heb eu cofnodi],N
"Caergeiliog, site DA5b",Wk-9553,1120BC - 520BC,Wales,Isle of Anglesey,"Charcoal (birch, oak (sapwood), hazel, alder, willow / poplar, hazel / alder)",[Not recorded],Burnt mound with two phases of use covering two intercutting pits.,[None recorded],N,,"Caergeiliog, safle DA5b",Wk-9553,1120BC - 520BC,Cymru,Ynys Môn,"Golosg (bedw, derw (gwynnin), coll, gwern, helyg / poplys, coll / gwern)",[Heb ei gofnodi],Twmpath llosg gyda dau gyfnod defnydd yn cwmpasu dau bwll sy'n torri dros ei gilydd.,[Heb eu cofnodi],N
"Caergeiliog, site DA5c",Wk-9555,1890BC - 1600BC,Wales,Isle of Anglesey,"Charcoal (oak, sapwood)",[Not recorded],Shallow spread of burnt stone associated with a pit.,[None recorded],N,,"Caergeiliog, safle DA5c",Wk-9555,1890BC - 1600BC,Cymru,Ynys Môn,"Golosg (derw, gwynnin)",[Heb ei gofnodi],Lledaeniad bas cerrig llosg yn gysylltiedig â phwll.,[Heb eu cofnodi],N
Capel Eithin,CAR-448,2200BC - 1760BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-448,2200BC - 1760BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-449,1890BC - 1500BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-449,1890BC - 1500BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-450,2190BC - 1740BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-450,2190BC - 1740BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-451,2280BC - 1880BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],Y,,Capel Eithin,CAR-451,2280BC - 1880BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],Y
Capel Eithin,CAR-452,2460BC - 1970BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-452,2460BC - 1970BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-453,2400BC - 1980BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-453,2400BC - 1980BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-454,1510BC - 1200BC,Wales,Isle of Anglesey,Charcoal (hazel),Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.","Date is later than expected (White and Smith 1999, 49).",N,,Capel Eithin,CAR-454,1510BC - 1200BC,Cymru,Ynys Môn,Golosg (coll),Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.","Dyddiad yn hwyrach na'r disgwyl (White a Smith 1999, 49).",N
Capel Eithin,CAR-455,820BC - 400BC,Wales,Isle of Anglesey,[Not recorded],Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-455,820BC - 400BC,Cymru,Ynys Môn,[Heb ei gofnodi],Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-456,1510BC - 1120BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-456,1510BC - 1120BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-482,1900BC - 1520BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-482,1900BC - 1520BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-483,AD0 - AD330,Wales,Isle of Anglesey,Wood (plank),Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-483,AD0 - AD330,Cymru,Ynys Môn,Pren (astell),Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Capel Eithin,CAR-484,AD680 - AD1150,Wales,Isle of Anglesey,Wood (plank),Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,Capel Eithin,CAR-484,AD680 - AD1150,Cymru,Ynys Môn,Pren (astell),Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, group 69",CAR-485,5000BC - 4540BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, grŵp 69",CAR-485,5000BC - 4540BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, group 69",CAR-619,5480BC - 5060BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, grŵp 69",CAR-619,5480BC - 5060BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, group 78",CAR-480,4520BC - 4230BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.","Date is too early, suggesting the sample is residual (White and Smith 1999, 34).",N,,"Capel Eithin, grŵp 78",CAR-480,4520BC - 4230BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.","Dyddiad yn rhy gynnar, gan awgrymu bod y sampl yn weddilliol (White a Smith 1999, 34).",N
"Capel Eithin, group 78",CAR-618,4370BC - 3960BC,Wales,Isle of Anglesey,[Not recorded],Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.","Date is too early, suggesting the sample is residual (White and Smith 1999, 34).",N,,"Capel Eithin, grŵp 78",CAR-618,4370BC - 3960BC,Cymru,Ynys Môn,[Heb ei gofnodi],Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.","Dyddiad yn rhy gynnar, gan awgrymu bod y sampl yn weddilliol (White a Smith 1999, 34).",N
"Capel Eithin, group 78",CAR-797,5630BC - 5310BC,Wales,Isle of Anglesey,[Not recorded],Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.","Date is too early, suggesting the sample is residual (White and Smith 1999, 40).",N,,"Capel Eithin, grŵp 78",CAR-797,5630BC - 5310BC,Cymru,Ynys Môn,[Heb ei gofnodi],Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.","Dyddiad yn rhy gynnar, gan awgrymu bod y sampl yn weddillioll (White a Smith 1999, 40).",N
"Capel Eithin, group Y",CAR-481,3660BC - 3350BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, grŵp Y",CAR-481,3660BC - 3350BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, group Z",CAR-446,2840BC - 2200BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, grŵp Z",CAR-446,2840BC - 2200BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, group Z",CAR-447,2140BC - 1740BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, grŵp Z",CAR-447,2140BC - 1740BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, isolated pit 46",CAR-488,3350BC - 2870BC,Wales,Isle of Anglesey,Charcoal (including hazel nutshells),Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, pwll ynysig 46",CAR-488,3350BC - 2870BC,Cymru,Ynys Môn,Golosg (gan gynnwys masgl coll),Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, south of cremation cemetery",CAR-486,1440BC - 1110BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, i'r de o fynwent amlosgi",CAR-486,1440BC - 1110BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
"Capel Eithin, south of cremation cemetery",CAR-487,1600BC - 1260BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Neolithic domestic occupation,  Bronze Age funerary activity, a Romano-British structure and an early medieval cemetery.",[None recorded],N,,"Capel Eithin, i'r de o fynwent amlosgi",CAR-487,1600BC - 1260BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Meddiannaeth ddomestig Neolithig, gweithgarwch angladdol Oes Efydd, strwythur Brythonaidd-Rufeinig a mynwent ganoloesol gynnar.",[Heb eu cofnodi],N
Carrog,SUERC-33064,3640BC - 3370BC,Wales,Isle of Anglesey,Charcoal (hazel),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33064,3640BC - 3370BC,Cymru,Ynys Môn,Golosg (coll),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33068,780BC - 410BC,Wales,Isle of Anglesey,Charcoal (oak),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33068,780BC - 410BC,Cymru,Ynys Môn,Golosg (derw),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33069,810BC - 590BC,Wales,Isle of Anglesey,Charcoal (oak),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33069,810BC - 590BC,Cymru,Ynys Môn,Golosg (derw),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33070,770BC - 400BC,Wales,Isle of Anglesey,Charcoal (alder),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33070,770BC - 400BC,Cymru,Ynys Môn,Golosg (gwern),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33071,790BC - 530BC,Wales,Isle of Anglesey,Charcoal (oak),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33071,790BC - 530BC,Cymru,Ynys Môn,Golosg (derw),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33072,780BC - 420BC,Wales,Isle of Anglesey,Charcoal (willow),AMS,Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33072,780BC - 420BC,Cymru,Ynys Môn,Golosg (helyg),AMS,Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33073,AD720 - AD950,Wales,Isle of Anglesey,Charcoal (willow),[Not recorded],Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33073,AD720 - AD950,Cymru,Ynys Môn,Golosg (helyg),[Heb ei gofnodi],Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
Carrog,SUERC-33074,3350BC - 3020BC,Wales,Isle of Anglesey,Charcoal (hazel),[Not recorded],Bronze / Iron Age hilltop enclosure with earlier and later settlement evidence.,[None recorded],N,,Carrog,SUERC-33074,3350BC - 3020BC,Cymru,Ynys Môn,Golosg (coll),[Heb ei gofnodi],Lloc pen bryn Oes Efydd/ Haearn gyda thystiolaeth o anheddiad cynharach a diweddarach.,[Heb eu cofnodi],N
"Castell, Porth Trefadog",CAR-902,AD1160 - AD1380,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-902,AD1160 - AD1380,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-903,AD980 - AD1220,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-903,AD980 - AD1220,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-904,AD1160 - AD1390,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-904,AD1160 - AD1390,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-905,AD1180 - AD1400,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-905,AD1180 - AD1400,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-906,AD1010 - AD1420,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-906,AD1010 - AD1420,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-907,AD770 - AD1040,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-907,AD770 - AD1040,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-908,AD980 - AD1230,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-908,AD980 - AD1230,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-909,AD1050 - AD1290,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-909,AD1050 - AD1290,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
"Castell, Porth Trefadog",CAR-910,AD1030 - AD1280,Wales,Isle of Anglesey,Charcoal,Radiometric,"12th century promontory fort containing a house, erected on the remains of an earlier fortification.",[None recorded],Y,,"Castell, Porth Trefadog",CAR-910,AD1030 - AD1280,Cymru,Ynys Môn,Golosg,Radiometrig,"Caer bentir 12fed ganrif yn cynnwys tŷ, a godwyd ar olion caerwaith cynharach.",[Heb eu cofnodi],Y
Castellior,CAR-1545,3780BC - 3380BC,Wales,Isle of Anglesey,Charcoal,Radiometric,"Two enclosures, one Romano-British, the other possibly more recent.",[None recorded],N,,Castellior,CAR-1545,3780BC - 3380BC,Cymru,Ynys Môn,Golosg,Radiometrig,"Dau loc, un Brythonaidd-Rufeinig, y llall o bosibl yn fwy diweddar.",[Heb eu cofnodi],N
Castellior,CAR-1546,170BC - AD340,Wales,Isle of Anglesey,Charcoal,Radiometric,"Two enclosures, one Romano-British, the other possibly more recent.",[None recorded],N,,Castellior,CAR-1546,170BC - AD340,Cymru,Ynys Môn,Golosg,Radiometrig,"Dau loc, un Brythonaidd-Rufeinig, y llall o bosibl yn fwy diweddar.",[Heb eu cofnodi],N
Castellior,CAR-1547,AD130 - AD530,Wales,Isle of Anglesey,Charcoal,Radiometric,"Two enclosures, one Romano-British, the other possibly more recent.",[None recorded],N,,Castellior,CAR-1547,AD130 - AD530,Cymru,Ynys Môn,Golosg,Radiometrig,"Dau loc, un Brythonaidd-Rufeinig, y llall o bosibl yn fwy diweddar.",[Heb eu cofnodi],N
"Cefn Cwmwd, S1",Wk-9284,400BC - 160BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Multiphase pit circle.,[None recorded],Y,,"Cefn Cwmwd, S1",Wk-9284,400BC - 160BC,Cymru,Ynys Môn,Golosg,Radiometrig,Cylch pyllau amlgyfnod.,[Heb eu cofnodi],Y
"Cefn Cwmwd, S16",Wk-9551,360BC - AD50,Wales,Isle of Anglesey,"Charcoal (oak, willow/poplar, elder, gorse, prunus)",Radiometric,Group of pits and natural features.,"Date is at variance with Neoithic pottery suggesting residuality / intrusion (Cuttler et al 2012, 41).",Y,,"Cefn Cwmwd, S16",Wk-9551,360BC - AD50,Cymru,Ynys Môn,"Golosg (derw, helyg/poplys, ysgaw, eithin, prunus)",Radiometrig,Grŵp  o byllau a nodweddion naturiol.,"Dyddiad yn wahanol i grochenwaith Neoithig gan awgrymu gwelddillion / ymyrraeth (Cuttler et al 2012, 41).",Y
"Cefn Cwmwd, S9",Wk-9288,1910BC - 1530BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Bronze Age cremation cemetery.,[None recorded],Y,,"Cefn Cwmwd, S9",Wk-9288,1910BC - 1530BC,Cymru,Ynys Môn,Golosg,Radiometrig,Mynwent amlosgi Oes Efydd.,[Heb eu cofnodi],Y
"Cefn Cwmwd, S9",Wk-9289,2130BC - 1760BC,Wales,Isle of Anglesey,Charcoal,Radiometric,Bronze Age cremation cemetery.,[None recorded],Y,,"Cefn Cwmwd, S9",Wk-9289,2130BC - 1760BC,Cymru,Ynys Môn,Golosg,Radiometrig,Mynwent amlosgi Oes Efydd.,[Heb eu cofnodi],Y
"Cefn Cwmwd, site C2/3",Wk-9548,1630BC - 1270BC,Wales,Isle of Anglesey,"Charcoal (barley, 3 grains; cereal, 1 grain)",AMS,Burnt mound.,[None recorded],Y,,"Cefn Cwmwd, safle C2/3",Wk-9548,1630BC - 1270BC,Cymru,Ynys Môn,"Golosg (haidd, 3 grawn; grawnfwyd, 1 grawn)",AMS,Twmpath llosg.,[Heb eu cofnodi],Y
"Cefn Cwmwd, structure 4",Wk-9285,160BC - AD230,Wales,Isle of Anglesey,Charcoal,Radiometric,8.6m diameter roundhouse.,[None recorded],Y,,"Cefn Cwmwd, adeiledd 4",Wk-9285,160BC - AD230,Cymru,Ynys Môn,Golosg,Radiometrig,Tŷ crwn 8.6m mewn diametr.,[Heb eu cofnodi],Y
"Cefn Cwmwd, structure 4",Wk-9437,200BC - AD320,Wales,Isle of Anglesey,"Charcoal (5 oat grains, 1 cereal grain)",Radiometric,8.6m diameter roundhouse.,[None recorded],Y,,"Cefn Cwmwd, adeiledd 4",Wk-9437,200BC - AD320,Cymru,Ynys Môn,"Golosg (5 grawn ceirch, 1 grawn grawnfwyd)",Radiometrig,Tŷ crwn 8.6m mewn diametr.,[Heb eu cofnodi],Y
